Type,Sentence,Quality,Price,Packaging,Service,Sentiment
0,"i recently purchased the pepsi cola soda 12oz cans, 24 pack from amazon, and i must say, it was an excellent choice!",1,0,0,0,2
0,"as a long-time fan of pepsi, i was thrilled to find this classic soda available in such a convenient and cost-effective package.",0,0,1,0,2
0,"first and foremost, the taste of pepsi cola remains as delightful as ever.",1,0,0,0,2
0,the perfect balance of sweetness and carbonation makes every sip a refreshing experience.,1,0,0,0,2
0,"whether enjoyed alone or paired with a meal, pepsi's distinct flavor never fails to satisfy my cravings.",1,0,0,0,2
0,the 24-pack size is ideal for stocking up the pantry or for parties and gatherings.,0,0,1,0,2
0,having a sufficient supply of 12oz cans ensures that there's always a cold pepsi ready to be enjoyed.,0,0,0,1,2
0,"the compact cans are easy to handle and fit perfectly in the refrigerator, making them an excellent choice for on-the-go individuals as well.",0,0,1,0,2
0,pepsi's reliable packaging ensures that each can arrives in perfect condition.,0,0,0,1,2
0,"i appreciate the attention to detail in the packaging design, which protects the cans from any potential damage during transit.",0,0,1,0,2
0,"additionally, the cans are easy to open,",0,0,1,0,2
0,"and the carbonation is consistently preserved, ensuring a delightful fizzy experience every time.",1,0,0,0,2
0,.purchasing this 24-pack from amazon was a breeze.,0,0,0,1,2
0,the delivery was prompt.,0,0,0,1,2
0,the product arrived in excellent condition.,0,0,0,1,2
0,"the convenience of having it delivered right to my doorstep saves me time and effort, making it a convenient option for anyone who",0,0,0,1,2
0,loves the taste of pepsi.,1,0,0,0,2
0,"in conclusion, the pepsi cola soda 12oz cans, 24 pack is a fantastic purchase for any pepsi lover.",1,0,0,0,2
0,"with its classic taste,",1,0,0,0,1
0,convenient packaging,0,0,1,0,2
0,and reliable delivery,0,0,0,1,2
0,it offers great value for money.,0,1,0,0,2
1,i highly recommend this product to anyone seeking a refreshing beverage that never disappoints.,1,0,0,0,2
1,cheers to pepsi and its timeless appeal!,1,0,0,0,2
1,i liked small cans just enough,0,0,1,0,2
1,very tasty.,1,0,0,0,2
0,love these mini cans because i can never finish the regular size!,0,0,1,0,2
1,tastes great and is good pricing.,1,1,0,0,2
0,great taste & quantity!,1,0,0,0,2
0,"pepsi, a standard,",1,0,0,0,1
0,write a review about the amazing pepsi zero drink.,1,0,0,0,2
0,"not only does it have zero sugar and calories,",1,0,0,0,1
0,the taste is also incredible.,1,0,0,0,2
0,it's a nostalgic reminder of the classic pepsi taste that has been a staple in my life for years.,1,0,0,0,1
0,"every time i take a sip of this refreshing drink, i am transported back to my childhood memories.",1,0,0,0,1
1,"so if you're looking for a delicious and guilt-free beverage, pepsi zero is the way to go.",1,0,0,0,1
0,i highly recommend giving it a try!,1,0,0,0,0
1,my favorite drink we get 2 or 3 cases every 2 weeks.,1,0,0,0,2
1,i love this drink.,1,0,0,0,2
1,delicious.,1,0,0,0,2
1,hits better than a coke zero and this is coming from someone who prefers coke to pepsi normally.,1,0,0,0,1
1,"don’t get me wrong, i will still drink an original coke over a pepsi product,",1,0,0,0,1
0,"when it comes to sugar free, you can’t go wrong with this bevvy.",1,0,0,0,1
0,"me and my fiancés both agree that even though we like coke zero, this far exceeds coke zero’s taste.",1,0,0,0,1
0,"yummy, that’s all folks.",1,0,0,0,2
0,coke zero is my favorite diet cola.,1,0,0,0,1
0,the cans arrived bashed up at the ends that you had to open.,0,0,0,1,0
0,made it difficult to pop the tops.,0,0,1,0,0
0,don't know if i would order cans again.,0,0,0,1,1
0,amazon has big problems keeping coca-cola in stock.,0,0,0,1,1
1,"i usually purchase the bottles if they're available, big if.",0,0,0,0,1
1,"this was the first time i ordered cans, and wasn't pleased in the condition of cans.",0,0,0,1,0
1,arrived in excellent condition.,0,0,0,1,2
0,may be different depending on what time of year that you purchase.,1,0,0,0,1
1,bitter cold temperatures can affect the condition that the cans arrive in.,0,0,0,1,1
1,sugar free mango is a satisfying drink for a diet soda.,1,0,0,0,1
1,i love mango,1,0,0,0,2
1,"did not expect this to taste good at all, let alone be my new favorite.",1,0,0,0,0
1,it is very mango.,1,0,0,0,1
1,soda should not be a monetary splurge as well as a dietary one.,0,1,0,0,1
1,that’s the risk of liking something unusual like this - and i don’t know if this is limited edition or just less stocked -,0,0,1,0,1
1,"if you love it, you’re then stuck chasing more, or eventually having to just enjoy it in sweet memory.",1,0,0,0,2
1,"and it is very sweet,",1,0,0,0,1
1,pepsi already is a very sweet cola,1,0,0,0,1
0,"with the choice between regular pepsi and mango pepsi, i’d go for mango every time, and going back to regular will be strange.",1,0,0,0,1
0,"so, again, perhaps it’s an altogether good thing i’m drinking soda less and less!",1,0,0,0,1
0,good value.,0,1,0,0,1
0,my brother and sister said they didn't like it.well my sister actually tried it.,1,0,0,0,0
0,whats odd is that i tried mango pepsi in a can and also the plastic bottle and i normally prefer the plastic bottles cause it usually has a better fizz to the soda in the 16.9 plastic bottle,1,0,0,0,2
1,with the mango pepsi i truthfully prefer the cans.kind of odd,1,0,0,0,2
0,yes i actually think the mango pepsi is pretty darn good.,1,0,0,0,2
0,everyone in my family like pepsi 0.there are four diabetics in our house and pepsi 0 is our first choice.,1,0,0,0,1
0,one good thing about drinking from the mini cans is controlling the intake of soda.,0,0,1,0,2
1,pepsi mini cans are also a lot cheaper than mini plastic bottles and better for recycling.,0,1,0,0,2
0,it still has the same pepsi taste and the size cold help you stash more in a small ice chest.,0,0,1,0,2
0,very satisfy.,1,0,0,0,2
1,tastes better than the ones with sugar.,1,0,0,0,2
1,sugar is bad for humans!,1,0,0,0,0
1,for price and amount of cans is fine i guess.,0,1,0,0,1
1,if your teeth get messed up from drinking soda just remember pepsi doesn’t care !,0,0,0,0,0
1,not a everyday drink!,0,0,0,0,1
0,soda shouldn’t be consumed more than twice a week at the most!,1,0,0,0,1
1,kidney stones and more is something you don’t want later on in life!,0,0,0,0,0
1,great zero sugar soda.,1,0,0,0,2
0,"i wish more care was taken so cans won't arrive damaged,",0,0,0,1,0
1,am glad they arrive in a timely manner.,0,0,0,1,2
0,never a disappointment!,0,0,0,0,1
1,no dislikes .,0,0,0,0,1
1,arrived fast and day early. love when that happens.,0,0,0,1,2
0,i really like these new zero sugar sodas as opposed to the former “diet” sodas.,0,0,0,0,2
0,these are cleaner tasting and don’t leave any off-taste after drinking.,1,0,0,0,2
0,love these cans cold from the fridge!,0,0,0,0,2
1,they are great when i get a chance to try them!,0,0,0,0,2
1,will definitely purchase them again!,0,0,0,0,2
0,loved the more compact packaging.,0,0,1,0,2
0,can you put the whole box in the refrigerator that uses horizontal and vertical space better than the longer narrow boxes.,0,0,0,0,2
1,"it was delicious,",1,0,0,0,2
0,man i wish these came in bigger sizes.,0,0,0,0,1
0,no early expiration date.,0,0,0,0,1
1,tastes exactly like pepsi should.,1,0,0,0,1
0,my elderly mother likes these drinks.,1,0,0,0,2
0,2 cans were busted.,0,0,0,1,0
0,it is not a good replacement for my fave cherry coke zero.,1,0,0,0,1
1,i think that pepsi is so much better that it’s competitor.,1,0,0,0,2
0,who doesn’t like a 24 pack.,0,0,0,0,2
1,the more the merrier.,0,0,0,0,1
0,i love my pepsi zero sugar.,1,0,0,0,2
1,"when stored in the refrigerator, the cans can become chilled, and enhance the drinking experience.",0,0,0,0,1
1,it was tasty and value for money with the price.,1,1,0,0,2
0,i love the taste.,1,0,0,0,2
0,you can’t really taste the peach flavor.,1,0,0,0,1
1,the pineapple ones from little caesars are great.,0,0,0,0,2
1,me and my wife are definitely loving it.,0,0,0,0,2
0,"if you like mango flavor, do not think twice, this item is ridiculously great even though it sounds like it does not go together - it really does!",1,0,0,0,2
1,one was no good.,1,0,0,0,0
0,had seal broken and leaked.,0,0,0,1,0
0,i drink pepsi zero almost every day and these mini's are just the right amount for a quick drink.,0,0,0,0,2
0,i'm not a pepsi drinker anymore it doesn't taste like you used to taste when i was coming up and now i drink coca-cola cuz it gives me that burp then i'm that i need that i can't get from pepsi 7up and sprite gives me a good burp,1,0,0,0,1
0,i can’t get enough of this flavor!,1,0,0,0,0
1,the mango is not overwhelming,1,0,0,0,0
0,"i add some french vanilla coffee creamer and it’s absolutely delicious, like a soda float minus the thickness.",1,0,0,0,1
0,i always have this soda stocked up in my fridge.,0,0,0,0,1
0,we bought these as a gift and they were very pleased to receive them.,0,0,0,0,2
1,i’ve always loved pepsi!,0,0,0,0,2
1,just the right amount of sweetness and it tastes good every time.,1,0,0,0,2
0,i personally like warm sodas because to me they taste really shines through.,1,0,0,0,2
0,"i've cut way down on my carbonated soda intake, mango pepsi is my favorite guilty pleasure.",1,0,0,0,1
0,i bought the 12 pack and may have to stock up because pepsi will stop making this instead of keeping a permanent flavor.,0,0,1,0,1
0,this is great to control how much soda you're drinking.,0,0,1,0,2
1,you don't really need to get the bigger can.,0,0,0,0,1
1,also for mixing drinks is great because you have less possibility of leaving some content in the can between drinks.,1,0,0,0,1
0,you will open a new can more often.,0,0,0,0,2
0,less flat soda in your drinks.,1,0,0,0,1
1,this purchase was a great choice.,0,0,0,0,1
0,we were surprised by the very present mango flavor.,1,0,0,0,1
0,i want to reduce waste.,0,0,0,0,1
0,perfect size.,0,0,1,0,2
0,still the best cola to me.,1,0,0,0,2
0,the best new flavor pepsi has made in years!,1,0,0,0,2
0,it’s so hard to find in the northeast.,0,0,0,0,1
1,only the regular pepsi mango appears to be sold in stores.,1,0,0,0,1
1,what is going on with the availability of p m zero?,0,0,0,0,1
0,is it being discontinued or phased out for another flavor?,1,0,0,0,1
1,it’s a great soda with a unique and appealing flavor.,1,0,0,0,2
1,sometimes you don't need to have a big can or bottle to keep you satisfied.,0,0,1,0,1
0,this does the trick at a great price.,0,1,0,0,2
0,i've been a pepsi lover for years,0,0,0,0,2
1,"i'll always take pepsi over coke, their new flavors make the old standard more fun.",1,0,0,0,2
1,"mango seems to be a good match, and it's almost a regular buy now.",1,0,0,0,2
1,i have always loved pepsi and wanted to try the pepsi mango becuz it was made by pepsi.i must say that i was really surprised about the mango flavor!,1,0,0,0,2
0,i order this as often as i can along with regular pepsi.highly recommended.,1,0,0,0,1
0,this is an incredible buy for urban amazonians and those of us in high cost-of-living areas.,0,1,0,0,2
0,as cities and states try to tax soft drinks-many having failed because of the sugar and hfcs lobbies.,0,1,0,0,1
0,many have commented that the price per ounce is a ripoff.,0,0,0,0,0
0,i wasn't sure if this product would be good,1,0,0,0,1
1,i was pleasantly surprised.,0,0,0,0,2
0,i order it on a regular basis now.,0,0,0,1,2
1,"if you're a diet pepsi fan, this is a nice little change from the norm.",1,0,0,0,1
0,and it tastes really good with rum!,1,0,0,0,2
0,arrived at my door went straight to the fridge after i opened one.,0,0,0,0,1
0,"if you ever will see at the any store, just grab it, very tasty!",1,0,0,0,2
0,diet pepsi and pepsi zero both taste too sweet to me.,1,0,0,0,1
1,diet pepsi tastes like sweet battery acid.,1,0,0,0,0
1,diet coke tasks like bitter battery acid.,1,0,0,0,0
1,"pepsi, zero sugar is actually pretty good, and passable as a regular cola.",1,0,0,0,2
0,"the caffeine content of pepsi, zero sugar is also the highest of any cola outside jolt, so that's a nice little kick of energy right there.",1,0,0,0,1
0,these compact cans are great as they take up little space in the fridge.,0,0,1,0,2
0,also satisfies when you have a taste for pepsi.,1,0,0,0,2
0,only complaint is that price has increased.,0,1,0,0,0
1,i like the size of these cans.,0,0,1,0,2
0,they are excellent for kids and people who don't drink alot of soda products.,0,0,0,0,2
0,they were packaged well to ship them without any damage to the cans.,0,0,0,1,2
1,i buy frequently and recommend purchasing them.,0,0,0,0,2
1,great when in stock.,0,0,0,0,2
0,the cans i have always ordered in the boxes have always been dirty and sticky.,0,0,0,1,0
1,the taste is never affected.,1,0,0,0,1
1,the media could not be loaded.,0,0,0,0,1
1,always dented cans.,0,0,0,1,0
0,"this is the eclosest i have found to regular sugared pepsi, it isn't perfect though, still has an after taste that drives me nuts.",1,0,0,0,0
0,perfect to pack for small person snack or if you have small amounts of room.,0,0,1,0,2
0,easy to monitor intake with kids because the size is great for the young ones.,0,0,1,0,2
0,"my local store wants almost a dollar more per pack, so this is where i buy mine.",0,1,0,0,1
0,"it is extremely overpriced, i think it’s selling for $55 for a 15 pack of 12 oz cans…",0,1,0,0,0
1,i will put a mango in my diet pepsi before paying that ludicrous amount.,0,0,1,0,0
1,i’m sure it will be discontinued soon.,0,0,1,0,0
1,"anyone i talked to didn’t even know it existed, greedy sales persons?",0,1,0,0,0
0,not for $55.,0,1,0,0,1
0,"my child and i drink these whenever we can order them, and they are tasty like happy juice.",1,0,0,0,2
1,"definitely a sometimes treat,",0,0,0,0,1
0,wow is the mango flavor strongly blended with the pepsi flavor.,1,0,0,0,2
0,i like the fact that they come in a mixed assortment great for company,0,0,0,0,2
0,and you never know what flavor you're going to get .,1,0,0,0,1
0,"wish it was better priced, everything so expensive now.",0,1,0,0,1
1,pepsi mango zero is awesome.,1,0,0,0,2
1,yes mango is an acquired taste not for everybody,1,0,0,0,1
0,just cause some of ya all don't like the flavor doesn't mean it's nasty.,1,0,0,0,1
0,my family loves it and with zero sugar it's a win win in my household!,1,0,0,0,2
0,i'll take pepsi over coke every time.,0,0,0,0,1
0,24 cans for under $12 is a great price.,0,1,0,0,2
0,love this flavor,1,0,0,0,2
1,unable to get it in zero sugar version in my location.,0,0,0,0,1
0,was fast delivery.,0,0,0,1,2
1,tried ordering this from other suppliers only wasted my time.,0,0,0,1,0
0,arrived early and well packed so none was dented.,0,0,0,1,2
1,i don’t know why i thought that the taste was not going to be artificial lol,1,0,0,0,1
1,kept on seeing it on tv and decided to try it.,0,0,0,1,1
1,i feel like it taste even more sugary than regular pepsi.,1,0,0,0,0
1,must be the added ingredients for the mango taste.,1,0,0,0,1
1,it’s ok though and the kids love it.,1,0,0,0,2
0,perfect lil size for those who don't want a full can.,0,0,1,0,2
0,not a bad deal at all for delivery i will buy again.,0,1,0,0,1
0,"my son daniel doesn't drink coffee, so he gets this, the size it just enough",0,0,1,0,1
0,he would love to have the cherry pepsi more!,1,0,0,0,2
1,my family and i were surprised at how good and balanced the mango flavor was.,1,0,0,0,2
1,"for us there was no ""diet soda"" aftertaste.",1,0,0,0,0
1,pretty sure we found our new favorite zero calorie soda.,0,0,0,0,2
0,love this soda.,1,0,0,0,2
0,whole family loves it.,1,0,0,0,2
0,wish it were a bit cheaper,0,1,0,0,1
0,all soda seems to be expensive these days.,0,1,0,0,1
1,it was pretty much what i expected.,1,0,0,0,2
1,"the initial flavor is traditional pepsi cola then the ""splash of mango"" comes in the form of a mild aftertaste.i would have preferred two splashes",1,0,0,0,2
1,it is fine.,0,0,0,0,1
1,i will probably buy again,0,0,0,0,2
0,i just love the mango flavor.,1,0,0,0,2
0,just the right amount of sweetness and i love having one in the evening a few hours after supper.,1,0,0,0,2
0,zero calories,1,0,0,0,1
0,it makes me feel like i’m enjoying a dessert.,1,0,0,0,2
1,about 2 cans damaged like size less waste being small.,0,0,0,1,0
0,buy often.,0,0,0,0,1
1,mango is a bit strong,1,0,0,0,2
1,the pepsi taste is still there!,1,0,0,0,2
0,it was pretty good to my surprise.,1,0,0,0,2
1,just regular pepsi...was good value...but now price jumped...not happy about it..happening to all items i consistently buy...wacked out algorithm!,0,1,0,0,0
0,"product was to high, now",0,1,0,0,0
0,"in stores for 4.00 , love to have 20oz bottles",0,1,0,0,0
0,"35 dollars is to high, when they come down i’ll buy, pepsi 0 mango in 20 oz bottles.",0,1,0,0,0
1,cans of pepsi just taste flat after drinking from the 7.5 oz.,1,0,0,0,0
1,cans is equal to the number of calories in 2/3 of the 12 oz.,1,0,0,0,1
1,"either way, you're controlling your intake better by going with the smaller cans.",0,0,1,0,2
1,"it's to be expected that they're more expensive per ounce,",0,1,0,0,0
0,i like these little mini pepsi cans just the right size for me for a quick drink thanks terry j barnes.,0,0,1,0,2
1,the sodastream starry beverage mix is a sparkling invitation to explore new flavors and elevate your hydration game.,1,0,0,0,2
1,"this beverage mix offers a playful twist to your ordinary refreshments, turning every sip into a sparkling adventure.the initial allure lies in the unique and imaginative flavors.",1,0,0,0,2
1,"sodastream has truly outdone themselves with the starry lineup, offering combinations that range from fruity to exotic.",1,0,0,0,2
1,"whether you're a fan of classic flavors or looking to step out of your beverage comfort zone, there's something for everyone.the convenience of this beverage mix is undeniable.",1,0,0,0,2
1,the process of creating your fizzy concoction is simple and satisfying.,1,0,0,0,2
1,"a few quick presses of the sodastream machine, and you're greeted with a burst of effervescence that transforms still water into a sparkling delight.",1,0,0,0,1
1,"the starry mix dissolves seamlessly, creating a bubbly symphony that's just as enjoyable for the eyes as it is for the taste buds.",1,0,0,0,2
1,i appreciate that sodastream is mindful of varying preferences when it comes to sweetness.,1,0,0,0,2
1,"the starry beverage mix is available in different levels of sweetness, ensuring that you can customize your drink to match your taste.",1,0,0,0,2
1,"this flexibility caters to a wide range of palates, making the experience more personal.the starry mix does deliver on flavor,",1,0,0,0,2
1,i found that some flavors were more intense than others.,1,0,0,0,2
1,it's worth experimenting with the amount of mix you use to find your perfect balance of flavor intensity,1,0,0,0,2
1,.the eco-conscious will be pleased to know that sodastream encourages a reduction in single-use plastic bottles by offering a reusable bottle alternative.,0,0,1,0,2
1,"the variety of flavors,",1,0,0,0,1
1,"convenience of use, and eco-friendly approach make it a compelling choice for those seeking a unique sparkling experience.",0,0,1,0,2
1,"the flavor intensity may vary, the ability to customize your drink's sweetness level ensures that there's something for everyone's taste buds.pros:- unique and imaginative flavor combinations- convenient process for creating sparkling drinks- customizable sweetness levels- encourages sustainability with reusable bottles- adds a playful twist to hydrationcons:- flavor intensity may vary.",1,0,0,0,2
0,the sodastream pepsi zero sugar beverage mix pack is a true delight for pepsi enthusiasts.,1,0,0,0,2
0,"with its convenient 440ml size and pack of 6, it allows for enjoying your favorite beverage.",0,0,1,0,2
0,"the taste is impeccable, delivering the classic pepsi flavor without any guilt thanks to the absence of sugar.",1,0,0,0,2
0,"each sip is refreshingly clean and satisfying, making it the perfect choice for quenching your thirst throughout the day.",1,0,0,0,2
0,"the pack offers the convenience of homemade pepsi, i highly recommend the sodastream pepsi zero sugar beverage mix pack to anyone looking for a convenient and delicious way to enjoy their favorite beverage.",1,0,1,0,2
0,"which is an eco-friendly solution, reducing the need for single-use plastic bottles.",0,0,1,0,2
1,i use filtered water as cold as i can get it without freezing.i like my water very fizzy.,1,0,0,0,2
1,"terra instructions say up to 5 pumps, i do 6.syrup instructions say to fill the cap up the middle line.tried this, i thought the flavor was a bit weak.",0,0,0,0,1
0,the sodastream pepsi zero sugar beverage mix offers a delightful way to enjoy your favorite pepsi flavor with the convenience and customization of sodastream.,1,0,0,1,2
0,"each pack contains four 14.9 fl oz bottles, allowing you to make liters of fizzy, refreshing pepsi zero sugar at home.",1,0,0,0,2
0,this mix is perfect for those who are mindful about sugar intake,1,0,0,0,2
0,"still crave the classic, robust taste of pepsi.",1,0,0,0,1
0,"the ease of use is impressive simply carbonate your water with sodastream and add the pepsi zero sugar mix to create a perfect, personalized soda every time.",1,0,0,0,2
0,"this product is ideal for parties, family gatherings, or just for keeping your fridge stocked with a healthier soda alternative.",0,0,0,0,2
0,"the taste is authentic, the process is fun and easy, and the result is always deliciously satisfying.",1,0,0,0,2
0,"highly recommend for soda lovers looking for a convenient, sugar-free option!",1,0,0,0,2
1,me and my sister bought this because we were spending a lot of money on soda for a family of 4. i came across this pack on amazon.,0,0,0,0,1
1,everywhere else in the major stores that sell sodastream products cost way much more!,0,1,0,0,2
1,this pack saved us a lot of money on soda and lasted us 3 months of making liters daily.,0,1,0,0,2
1,the flavors are a greta choice for dark and clear soda lovers.,1,0,0,0,2
1,i usually use half way of the measure cup with 4 pumps of c02 for optimum accuracy of authentic flavor.,1,0,0,0,1
1,"theones for soda stream with real sugar are really expensive i will say after research.overall,",0,1,0,0,0
1,i reccommend this set to save money by stocking up or if you have a large family of soda lovers.,0,1,0,0,1
0,love that i can have these at home and not be wasteful!,0,0,0,0,2
0,it is not being able to have a zero sugar soda without having to worry about buy them in a grocery order and taking up space.,0,0,0,1,1
1,the first thing i noticed after mixing this according to the instructions was to grab the bottle and take a second look.,0,0,0,0,1
1,i was certain i had ordered regular pepsi not diet pepsi.,0,0,0,0,1
1,"and, i was right, it didn't say ""diet pepsi"", yet why did it have that weird aftertaste like diet sweeteners that almost makes your eyeballs hurt?",1,0,0,0,0
1,"sure enough, after i looked at the ingredients, i found the culprit.",1,0,0,0,0
1,i've been to restaurants and ordered a fountain pepsi that had the same flavor a few times.,1,0,0,0,1
1,"not all the time,",0,0,0,0,1
1,"every once in a while, i get one where i have to send it back.",0,0,0,0,0
1,you can usually tell by the amount of foamy/fizzy .,0,0,0,0,1
1,"diet pepsi foams much less than regular, which causes it to look darker in the cup.",1,0,0,0,1
1,my guess is that some cheaper formula syrup is marketed by pepsi for those places because it's just cheaper to produce with replacing some of the sugar with sucralose.,0,1,0,0,1
1,"i'm also guessing that just enough people don't notice it or care about the artificial taste that they can get away with it.depending on the specific drink or food, i might not notice it as much,",1,0,0,0,0
1,"it's still there -- so that didn't mask it.i had read that adding salt to coffee will reduce the bitterness -- and that does work for coffee.but the sucralose isn't so much a bitter taste as an acrid or ""false"" taste sensation that i can detect.",1,0,0,0,1
1,"because i had bought the 4-pack and didn't want to waste it, i tried adding all of these:torani cinnamon syruplemon juicecherry flavoringsalttorani salted caramel syrup - (the worst, btw).",0,0,0,0,1
1,"nothing worked to offset the taste.there aren't any other pepsi-brand options that are made for the smaller home soda-machines, unless you want to by a 3-gallon box of syrup for about $150 that is made for restaurants and way overpricedi'm almost tempted to buy it,",1,0,0,0,0
1,then what if it's the same nasty sucralose formula as this product?,0,0,0,0,1
1,"i'd be out $150 and have 3 gallons of syrup to dump.the bottle says ""special soda stream only formula"" -- which means ""we cut corners on this to save a few bucks and cut down on the shipping weight.",0,0,0,0,1
1,"""this is a terrible excuse for the regular pepsi formula.",1,0,0,0,0
1,then you'd still have the sugar.,0,0,0,0,0
1,"if you don't have sensitive taste-buds, then maybe this would be okay for you.",1,0,0,0,1
1,"if you don't like the nasty aftertaste of sucralose, then stay away from this.",1,0,0,0,1
1,"there are others that might not be exactly pepsi,",0,0,0,0,0
1,pepsi-with-splenda is worse than any other cola that doesn't use artificial sweeteners.,1,0,0,0,0
1,i'll be checking the ingredients when i buy pre-made syrups.,0,0,0,0,1
1,"i don't like diet pepsi even though i have friends who say, ""you get used to it.""",1,0,0,0,0
1,so i hate diet sodas because of the after taste.,1,0,0,0,0
1,i can't even drink coke zero.,1,0,0,0,0
1,"when i first had this, i've only had it for two day, i did not like it.",0,0,0,0,0
1,"doing the math the price i bought this at is less than 1/4 the cost of pepsi in the stores, it makes less waste, and i don't need to go to the store just to buy soda when i want to watch a movie",0,1,0,0,0
1,if you put in the syrup before carbonating the carbonation is stronger.,1,0,0,0,2
1,"overall i think it is well worth it, it's cheaper, more convenient, at ton less waste, basically saving 4 two liter bottles and a one liter bottle.",0,1,0,0,2
0,i purchased a sodastream at my church's garage sale and tried to use it.,0,0,0,0,1
0,i definitely did not like the taste of the drink flavors that came with it.,1,0,0,0,0
0,then i went to my niece's house and they had the pepsi mix.,0,0,0,0,1
0,so i ordered some of my own and now make my own soft drink.,0,0,0,0,1
0,will be ordering again when this supply runs out.,1,0,0,0,2
1,"i purchased an ultima cosa carbonating package a couple of months back, trying to cut my soda costs, and eliminate my aspartame intake as much as possible.",0,0,0,0,1
1,"i initially bought sodastream diet cola mix, which was pretty good, then tried this 4 pack of diet pepsi mix.4.5 stars, it has diet pepsi taste, maybe a little less carbonation than factory-made soda,",1,0,0,0,2
1,"i like the experience so far, so i expect i'll order more, maybe even subscribe after i get a baseline, which saves a few cents per bottle on orders.",0,1,0,0,1
0,very expensive for what you get.,0,1,0,0,0
1,"very close to original, much better than starry zero.",1,0,0,0,2
1,pricing better than ome.,0,1,0,0,2
